age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,latitude,longitude,ID,income,kidhome,teenhome,dt_customer,numwebvisitsmonth
32.0,technician,single,professional_course,0.0,0.0,0.0,telephone,79,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-05-30,38.378,-67.714,904e3d75-b228-4aaa-814f-ed794fd532e0,160073,2,2,2012-07-16,19
36.0,technician,single,high_school,0.0,1.0,0.0,telephone,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-09-26,30.635,-98.401,23d9714f-6fda-40b6-a1a9-d2746979e609,55191,2,1,2012-06-15,21
36.0,blue-collar,single,high_school,0.0,0.0,1.0,telephone,389,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2018-05-15,44.104,-104.789,f5ae2426-2a90-49e9-9f4a-48ddc341066f,31742,1,2,2012-05-22,17
,services,single,high_school,0.0,0.0,0.0,telephone,702,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-04-09,37.492,-88.408,0a05fb65-56ad-434e-845d-27c2a3713f55,9261,0,1,2012-09-26,28
40.0,technician,divorced,professional_course,0.0,0.0,0.0,telephone,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-02-24,46.522,-79.943,c4e8a511-db97-4421-9348-6f144d479e36,35244,2,0,2012-05-20,19
41.0,blue-collar,married,basic_4y,0.0,1.0,0.0,telephone,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-09-27,31.631,-113.746,7bfbcd9a-6d98-4b50-ad72-7bfda774c091,154429,0,0,2012-01-21,2
,services,married,basic_6y,0.0,1.0,0.0,telephone,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-02-27,38.253,-102.013,7dd4607b-38ac-4e55-b20b-5aca7924e544,7147,0,0,2012-06-15,31
36.0,technician,married,professional_course,0.0,1.0,0.0,telephone,232,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-06-18,43.02,-68.551,a0d4f266-7612-45e6-a878-42a2b8c179b9,161522,1,0,2012-12-13,20
28.0,services,married,,0.0,0.0,0.0,telephone,408,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-12-01,41.015,-67.337,46c8d84e-2d68-4438-a4fa-30fc8f3c887c,34613,0,2,2012-05-18,4
53.0,services,married,high_school,0.0,1.0,1.0,telephone,370,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-05-26,49.082,-75.584,3d177160-0bb9-41cd-9ab1-d8f8f1493482,167116,1,2,2012-08-26,11
58.0,blue-collar,married,basic_9y,,1.0,0.0,telephone,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-12-02,43.651,-104.769,b7e08487-9d41-49d6-a641-06bd6641e1de,134847,0,2,2012-02-18,18
45.0,management,married,basic_9y,0.0,0.0,1.0,telephone,46,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-01-23,33.467,-101.604,28397f50-1c89-452f-ab06-d7cd557e982c,167682,0,0,2012-12-08,5
43.0,technician,married,,0.0,1.0,0.0,telephone,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-08-28,46.68,-75.49,a7c64b3e-76c7-4680-ad2c-41235e0f71dd,122426,2,1,2012-01-14,14
33.0,admin_,married,high_school,0.0,0.0,1.0,telephone,50,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-07-29,47.25,-74.667,1ea445f0-d060-40f8-acf9-22b8047ac63c,177965,1,2,2012-08-09,13
,admin_,married,high_school,0.0,0.0,1.0,telephone,181,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-08-06,28.969,-71.767,ff5f287a-6e4c-4a52-9f12-ff3a6d1b08c6,59636,1,0,2012-05-18,15
27.0,blue-collar,single,basic_6y,0.0,,,telephone,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-08-17,45.582,-90.838,8083579f-8f1b-4e13-a25f-14648364e7fb,20717,1,1,2012-03-12,1
,technician,married,high_school,0.0,0.0,0.0,telephone,361,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-06-20,44.694,-73.906,88fb90bd-507c-428d-b955-8e990e09770c,173812,1,1,2012-08-10,28
43.0,admin_,divorced,basic_9y,0.0,0.0,0.0,telephone,73,3,999,0,nonexistent,1.1,,-36.4,4.857,5191.0,no,2017-09-20,31.05,-124.426,bdb310ce-95f9-418e-90f5-40eeaedce804,74817,0,1,2012-02-05,27
42.0,admin_,married,university_degree,0.0,0.0,0.0,telephone,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-08-21,46.114,-92.779,9b0224d5-0534-40a8-8c0d-fc42efcbfc5a,144212,1,2,2012-05-31,26
27.0,blue-collar,single,basic_6y,0.0,0.0,0.0,telephone,350,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-11-08,48.947,-101.001,a4cea878-efa5-485d-b04e-00f31ef8b546,84148,0,0,2012-12-16,19
34.0,self-employed,single,university_degree,0.0,1.0,0.0,telephone,150,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-02-09,47.803,-75.53,72ad44c2-3565-4e2d-823e-dc7f89a1737a,168374,2,2,2012-06-22,20
31.0,student,single,university_degree,,0.0,0.0,telephone,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-06-21,31.988,-97.585,b7c63cc7-a3db-4117-ac8a-bbd26d12bf04,117145,0,0,2012-05-31,7
,management,divorced,university_degree,0.0,0.0,0.0,telephone,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-02-20,47.051,-69.393,3d5657fb-86c4-4bba-91e3-07d049d666f0,124996,0,2,2012-12-23,24
40.0,self-employed,married,basic_4y,,0.0,0.0,telephone,58,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-03-01,37.474,-89.103,2033c482-adae-4ad4-8664-47161aaceb7f,102775,2,2,2012-03-31,9
52.0,unemployed,married,high_school,,1.0,0.0,telephone,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-03-22,45.052,-124.488,24720ef4-961f-4ff0-b8c1-521e7ae73a29,30991,0,2,2012-01-08,12
47.0,management,divorced,university_degree,0.0,0.0,0.0,telephone,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-02-22,30.812,-72.394,b9c965ff-dcdc-4052-957d-53d9aadd02bc,64978,2,1,2012-09-23,20
49.0,housemaid,married,basic_9y,,0.0,0.0,telephone,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-12-17,42.505,-108.272,0b005974-d1b0-42b8-86a8-ad03e554ea4e,175569,2,2,2012-07-22,11
32.0,admin_,single,high_school,0.0,0.0,0.0,telephone,611,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-08-20,37.497,-105.358,15e1cd77-34d4-40be-a2eb-0f1b982e0ffb,86740,2,1,2012-06-10,19
49.0,housemaid,single,high_school,,1.0,1.0,telephone,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-04-29,25.826,-77.12,fb108ed5-b7d1-42bc-acd2-8a871984de74,143571,1,2,2012-06-17,29
50.0,blue-collar,married,basic_9y,,0.0,0.0,telephone,463,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-02-10,29.418,-112.016,8970d958-2bcc-41f7-9b85-697e966bb554,94909,2,2,2012-11-01,18
34.0,services,married,high_school,0.0,0.0,0.0,telephone,962,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-01-19,24.663,-97.455,f93a31bd-0343-408a-86a0-7e7ccd76c9d1,49620,2,1,2012-02-07,22
55.0,blue-collar,married,basic_4y,,0.0,0.0,telephone,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-09-06,35.906,-87.648,bfbac148-fb50-485c-847c-e4b08d3bc01c,73674,2,0,2012-08-08,19
47.0,technician,single,basic_9y,0.0,0.0,0.0,telephone,10,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-02-26,41.75,-79.328,2d106d14-a5f3-4f99-86b9-808a80f55007,34999,2,0,2012-05-28,16
51.0,retired,married,professional_course,0.0,0.0,0.0,telephone,118,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-03-25,31.353,-76.522,7812338f-fd96-424e-a9fb-4d66319a6a19,169970,0,0,2012-07-30,31
,blue-collar,married,basic_6y,0.0,0.0,0.0,telephone,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-08-04,33.679,-113.055,c3720d7b-edc7-472b-b2f6-e9ad9487ddfd,107093,1,2,2012-05-10,12
,technician,married,basic_4y,0.0,1.0,0.0,telephone,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-01-21,34.403,-121.128,c20d4ae1-06f8-439c-a36a-92c24e951a0d,176655,0,1,2012-08-17,11
53.0,admin_,married,basic_9y,0.0,0.0,0.0,telephone,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-02-09,39.062,-110.729,c4fb51b0-a7ad-463d-bd06-bfb408e2b656,174572,1,1,2012-09-11,31
,blue-collar,married,basic_9y,0.0,1.0,0.0,telephone,75,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-08-14,33.172,-108.993,ec1cdd33-c0e4-457a-acca-1a55e351c7be,85604,1,0,2012-11-13,4
42.0,blue-collar,divorced,basic_9y,0.0,1.0,0.0,telephone,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-02-28,32.665,-114.15,384f228a-7766-47bc-bc56-6db106889dc7,33878,2,2,2012-07-26,11
44.0,blue-collar,divorced,basic_6y,0.0,0.0,0.0,telephone,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-12-12,48.658,-108.908,fa5037d1-f5d5-4293-871f-4dd2ecf9ad06,9559,2,1,2012-10-26,23
39.0,housemaid,married,basic_9y,0.0,1.0,0.0,telephone,935,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,2019-08-01,41.684,-114.471,f1d6ac6e-dcfb-4e32-96c6-2a77463f8a30,176226,1,1,2012-09-18,5
37.0,admin_,single,high_school,0.0,1.0,1.0,telephone,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-07-12,36.596,-99.274,572291a1-1911-454b-8296-c002542a40c7,130556,2,2,2012-05-07,6
,blue-collar,married,,,1.0,0.0,telephone,5,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-07-24,45.966,-76.769,83eaa440-7893-490f-9b06-f48097dd1882,45991,1,2,2012-06-23,2
36.0,services,married,high_school,0.0,0.0,0.0,telephone,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-08-21,26.134,-104.811,31447f42-efe3-4c52-91be-d5c2383ebbaf,152701,0,1,2012-11-29,9
42.0,management,divorced,university_degree,0.0,1.0,0.0,telephone,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-03-14,48.882,-89.662,fd105616-315a-496f-acd3-bc834a89edde,44950,2,2,2012-03-31,32
31.0,admin_,married,high_school,0.0,1.0,1.0,telephone,286,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-08-01,33.184,-119.823,8b97e825-e427-492d-bd4a-3534ff4e784f,154583,0,2,2012-02-27,5
,technician,divorced,professional_course,,0.0,1.0,telephone,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-08-24,49.234,-69.533,c53d31fb-9112-4bcd-a603-55cd510e72bc,168432,2,1,2012-06-20,11
45.0,blue-collar,married,basic_4y,0.0,1.0,0.0,telephone,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-10-07,45.565,-113.017,80dbf03f-7834-40d7-b3ef-e2e23ecf4fd5,154025,1,2,2012-08-18,20
37.0,technician,single,professional_course,0.0,1.0,0.0,telephone,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-12-23,33.903,-105.655,1306733a-96ef-4a0d-89a2-ebf3c92cb0ee,19310,2,0,2012-04-03,15
47.0,self-employed,married,professional_course,0.0,0.0,0.0,telephone,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-12-06,38.599,-111.107,6032ec51-a479-4f41-98bf-59bb2eecbaa1,7693,2,2,2012-10-31,31
,blue-collar,divorced,high_school,0.0,0.0,1.0,telephone,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-04-12,41.802,-87.81,891c506b-a1c2-491e-be09-4110a0db2cb3,51151,0,1,2012-11-02,13
36.0,admin_,married,university_degree,0.0,1.0,0.0,telephone,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-08-04,47.146,-84.972,c9321957-ee54-4821-8620-d44282f8922f,8017,1,0,2012-12-22,13
35.0,services,divorced,high_school,0.0,0.0,0.0,telephone,122,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-12-01,43.349,-113.319,3d5af620-98bd-4486-964d-0dff8585e1df,112024,2,2,2012-03-09,17
,,married,,,0.0,0.0,telephone,362,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-10-16,45.703,-115.634,29a4cd05-4a27-4daa-a033-868019a1b05c,173323,2,2,2012-07-07,28
38.0,services,single,high_school,,0.0,0.0,telephone,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-07-18,48.208,-111.377,3e57656e-1259-4b59-8365-86fe6ed8a11a,75984,2,2,2012-01-18,26
50.0,blue-collar,divorced,high_school,,0.0,1.0,telephone,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-09-22,43.439,-113.733,5397056c-c8f8-4525-aaff-0002f3763081,23529,0,2,2012-03-14,31
59.0,retired,married,professional_course,,0.0,0.0,telephone,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-06-30,41.777,-111.522,31505b32-465e-4197-a8b9-c187bc6f2fe1,10444,2,1,2012-09-01,18
43.0,,married,,0.0,1.0,0.0,telephone,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-03-09,29.842,-117.274,856c21e6-1ba0-4671-9d0b-c3238e3143a7,100367,0,2,2012-10-25,11
42.0,admin_,married,high_school,0.0,1.0,0.0,telephone,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-06-23,29.134,-119.589,0cf20684-9847-4f01-9e06-5d859f4422e8,136221,0,0,2012-05-21,6
40.0,admin_,married,basic_6y,,1.0,0.0,telephone,215,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-08-25,38.653,-87.556,5a0d3217-5f8f-40e7-b55d-25e3757d9d9e,105010,2,0,2012-11-15,14
46.0,blue-collar,married,,,0.0,0.0,telephone,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-08-11,46.216,-122.617,524f252e-ece2-4708-825a-f8b79620b404,146243,2,0,2012-06-29,12
57.0,housemaid,divorced,basic_4y,0.0,1.0,1.0,telephone,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-07-06,31.506,-87.059,2956e0b6-d34b-4a05-bb36-58c68199b7e6,54141,0,1,2012-02-18,31
42.0,admin_,married,university_degree,0.0,1.0,0.0,telephone,261,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2016-04-16,41.262,-112.649,f5b603fe-280d-4e0c-8385-29c1531ba49a,94256,0,1,2012-09-02,17
41.0,blue-collar,married,basic_4y,0.0,1.0,0.0,telephone,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-12-11,27.073,-121.266,b098a939-0ab4-44e7-ac5a-8fa47746275f,6327,1,2,2012-09-08,2
40.0,services,married,basic_6y,,0.0,0.0,telephone,199,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-11-09,34.725,-85.572,341c9cd5-1fca-4a82-b656-d96da142cc4d,150454,0,1,2012-11-26,9
54.0,technician,married,professional_course,0.0,1.0,1.0,telephone,196,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-08-31,36.876,-93.733,c148a5d4-d3e9-4c53-be3b-8b6a19c0a933,66899,1,1,2012-11-13,24
,housemaid,single,professional_course,0.0,0.0,0.0,telephone,111,4,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2016-07-08,43.067,-79.884,eb2731ea-7bec-4351-8ec4-a326930b1344,137931,0,0,2012-06-17,9
26.0,admin_,single,university_degree,0.0,1.0,0.0,telephone,231,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-03-03,42.606,-94.896,a7b9ba3b-9e8b-46b3-bedf-0e6af5c32cdd,65466,2,1,2012-05-29,3
33.0,admin_,married,high_school,0.0,0.0,0.0,telephone,316,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-10-31,33.346,-93.537,e7ee9b0b-b699-4dce-8f3c-4d7b2182881a,176288,2,2,2012-07-08,9
35.0,blue-collar,married,basic_9y,,0.0,0.0,telephone,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-12-11,42.79,-110.816,4ea53a91-622a-4fbc-9e32-d49672c3bbca,153043,0,0,2012-09-19,10
,admin_,married,high_school,0.0,0.0,0.0,telephone,669,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-04-26,48.407,-123.624,9bca10ab-29d9-4a03-adb2-7bc838bb6e55,174988,1,2,2012-08-15,14
29.0,services,single,high_school,0.0,1.0,0.0,telephone,425,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-10-01,37.498,-97.194,a70e2b2d-32f8-4e06-92aa-e6de694b3738,21022,1,0,2012-01-30,23
36.0,blue-collar,married,basic_9y,0.0,1.0,0.0,telephone,121,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-09-30,42.975,-115.692,bddad4ea-982a-447c-a087-026da48ec9ee,170643,2,1,2012-02-08,8
35.0,management,married,high_school,0.0,1.0,0.0,telephone,174,5,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2015-06-04,34.172,-72.273,c9ca48b9-97cd-4b29-a1f3-95b5454e56a3,50728,2,0,2012-11-30,15
50.0,self-employed,single,university_degree,0.0,0.0,1.0,telephone,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-02-28,26.242,-101.529,779fbf64-f93f-4090-ba39-1651ec1d92ed,56411,1,0,2012-10-15,13
46.0,services,married,high_school,,1.0,0.0,telephone,313,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-03-21,28.602,-124.767,e6e18c6f-24ce-4ef8-b5dd-4011b94d78ef,45672,1,2,2012-08-03,19
49.0,entrepreneur,married,high_school,0.0,1.0,0.0,telephone,135,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-01-28,31.354,-79.709,056a495e-2d87-4122-9956-c3d837ed828a,81988,1,2,2012-01-21,8
42.0,technician,single,professional_course,,1.0,0.0,telephone,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-01-23,32.682,-99.646,9408bce6-81c6-465a-9db0-37af3525638a,126142,0,1,2012-10-02,26
36.0,blue-collar,single,high_school,0.0,1.0,1.0,telephone,402,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-11-16,27.245,-117.007,3ff406e9-83ed-4ee9-92d5-095181513e5a,28832,2,0,2012-04-01,5
55.0,blue-collar,married,basic_9y,,1.0,0.0,telephone,221,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2018-10-09,49.005,-82.274,a9e847be-1d15-47d3-a71f-33b548ebd014,120185,0,1,2012-05-01,23
41.0,management,married,university_degree,,0.0,0.0,telephone,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-11-22,46.338,-85.786,6455c064-43cf-464d-8717-384b31bcc699,99559,0,1,2012-01-13,3
57.0,management,married,professional_course,,1.0,0.0,telephone,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-07-07,25.604,-107.278,2556ae16-0483-411f-a392-f0312b3a0b19,17784,2,1,2012-03-02,18
32.0,services,single,high_school,0.0,1.0,0.0,telephone,158,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-10-29,29.033,-113.439,317f8d8c-218a-496f-bde4-428864e43e67,159287,2,1,2012-05-13,26
49.0,admin_,married,basic_9y,0.0,0.0,0.0,telephone,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-10-08,40.393,-88.206,133d00d5-0267-4dfb-af47-1856429f1457,19818,0,1,2012-01-12,28
57.0,,married,,,1.0,0.0,telephone,325,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-11-18,46.142,-70.45,d51b4ad6-a608-4c55-8c0b-1e0ac8c5af15,10743,1,0,2012-08-13,21
58.0,blue-collar,divorced,basic_4y,0.0,1.0,0.0,telephone,254,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2018-06-29,41.824,-69.768,710e69d3-ae6f-4b72-b030-cc343a25d4cc,102841,2,1,2012-02-29,10
52.0,technician,married,high_school,0.0,1.0,0.0,telephone,503,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-04-30,26.259,-94.987,16bf870e-d908-474f-92e5-0038cdf3c289,159618,0,2,2012-06-05,1
,services,divorced,professional_course,0.0,0.0,0.0,telephone,680,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-04-07,44.896,-122.5,552dcae0-a9d1-4cda-87d3-dee0063f4185,40091,2,2,2012-10-18,29
41.0,blue-collar,single,basic_9y,,1.0,0.0,telephone,421,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-04-21,25.388,-74.281,a2b0c9fa-aeb0-4707-bd38-274dec3259d4,67913,0,0,2012-10-17,3
33.0,entrepreneur,married,university_degree,0.0,1.0,0.0,telephone,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-05-14,30.438,-101.192,c6cb34a1-ffe9-4e60-8a30-4cc1faa4872a,73833,0,1,2012-08-22,19
,blue-collar,married,basic_4y,0.0,0.0,0.0,telephone,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-12-22,27.462,-88.868,9834a9d0-a7f1-4b59-b9fd-5b8d652c2c22,179234,2,1,2012-08-28,10
48.0,blue-collar,married,basic_6y,,0.0,0.0,telephone,174,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-03-07,27.641,-113.845,b6fb76aa-c7a1-4c0a-8899-7c612b176ac6,131992,2,1,2012-04-28,1
55.0,technician,married,professional_course,0.0,0.0,0.0,telephone,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-03-24,43.7,-81.277,f23f80db-495d-43f4-8f45-81f9d2321edd,93227,0,1,2012-06-11,30
38.0,management,married,university_degree,0.0,0.0,0.0,telephone,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-09-10,33.485,-67.091,610d7caa-50cb-41b5-820f-1a4f30cc6b6d,9104,2,2,2012-07-13,13
38.0,services,married,high_school,0.0,1.0,0.0,telephone,347,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-10-31,45.241,-103.652,b64130e1-e6e0-4213-b3df-430af2334af4,21510,2,0,2012-01-29,27
53.0,admin_,married,university_degree,0.0,1.0,0.0,telephone,208,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-10-12,37.86,-124.958,e4a996a4-2e69-462b-9af3-09ba83d507dd,33546,0,1,2012-10-29,24
43.0,unemployed,single,university_degree,0.0,0.0,0.0,telephone,404,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-04-27,39.377,-73.276,f4e192d3-32b5-4567-8f66-36a23262507a,130044,1,0,2012-04-20,9
,blue-collar,single,high_school,0.0,0.0,0.0,telephone,396,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-07-21,41.952,-112.105,3d6e46f0-3e18-4f52-890c-c2fce457d45a,79450,1,1,2012-08-27,3
32.0,blue-collar,married,basic_9y,0.0,0.0,0.0,telephone,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-02-11,30.056,-91.495,4264f3af-c985-4e4d-93fc-74d4ddcd3529,96785,2,2,2012-02-14,2
33.0,services,married,basic_4y,0.0,0.0,0.0,telephone,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-01-09,47.274,-103.531,32e89b44-04f7-40ca-8a53-2d4cd0a11152,129649,1,1,2012-07-09,25
58.0,entrepreneur,married,basic_4y,0.0,1.0,0.0,telephone,350,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-09-26,46.39,-97.084,7a720bd4-1ba3-406d-8a98-d9d9a19b3d8f,67127,0,1,2012-09-04,15
,unemployed,divorced,high_school,,0.0,0.0,telephone,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-07-31,28.399,-76.975,94413950-6a5b-4ebf-b66d-012bc354e44c,138600,0,0,2012-07-22,12
57.0,management,married,university_degree,0.0,1.0,0.0,telephone,379,2,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2017-01-26,48.241,-104.916,796417da-7101-45ee-883b-7ad54d4e5d41,28941,1,2,2012-05-05,5
45.0,technician,married,high_school,0.0,1.0,0.0,telephone,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-10-14,46.771,-110.667,08dff884-96b0-4b04-aa9e-7f6a811b37e8,106117,1,0,2012-09-20,18
42.0,blue-collar,married,basic_4y,,1.0,0.0,telephone,190,3,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2016-08-30,33.504,-112.03,9efe3f61-3e11-4259-b137-bbd246492631,102520,2,2,2012-07-13,28
46.0,admin_,married,university_degree,0.0,1.0,0.0,telephone,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-04-19,47.239,-97.079,d4c59533-41c2-45cd-b903-976b24e3c206,124574,2,0,2012-08-30,18
36.0,technician,married,university_degree,0.0,0.0,0.0,telephone,210,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2019-10-27,24.779,-109.056,251acb58-c500-41db-9820-1ad982d302b3,118942,1,0,2012-08-28,18
,self-employed,married,high_school,0.0,1.0,0.0,telephone,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-07-31,29.952,-73.211,df01aaca-3056-45c3-8773-87f18c1850f1,109622,0,0,2012-04-01,6
,admin_,divorced,basic_9y,0.0,0.0,0.0,telephone,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-05-26,32.13,-103.612,f9f1edc7-a711-40a3-bfd5-655f1511272e,47651,1,1,2012-03-19,9
49.0,blue-collar,married,basic_9y,,1.0,0.0,telephone,64,1,999,0,nonexistent,1.1,93.994,-36.4,,5191.0,no,2018-04-20,34.411,-77.506,c23bd182-24eb-4242-a24b-3bb434f3dbd2,70176,2,0,2012-05-11,20
